購買會員代號,帳號,性別,年齡,星座,聯絡地區,訂閱電子報,交易次數,訂單時間,首購季節,服務名稱,首購服務,交易金額,供應商,回購,回購天數,回購日期,回購服務名稱,回購服務,回購金額,回購供應商,年齡組距,首購年份,回購預測
20010100008,FB,未提供,32,處女座,桃園市,0,1,2020/1/1,冬,冷氣清洗保養+醫療級消毒,冷氣清潔,5699,家必潔,0,,,,,,,"(30.0, 36.0]",2020,0
20010100009,email,未提供,44,雙子座,台北市,0,2,2020/1/1,冬,【水電服務】家庭水電問題檢修 ,水電服務,600,合邦商,0,,,,,,,"(42.0, 48.0]",2020,0
20010100010,FB,未提供,50,牡羊座,新北市,0,1,2020/1/1,冬,洗衣機清洗+醫療級消毒(滾筒/直立),洗衣機清潔,1799,快速潔,0,,,,,,,"(48.0, 54.0]",2020,0
19123100033,FB,未提供,43,射手座,新北市,0,1,2020/1/1,冬,水管清洗,水塔、水管,4200,家必潔,0,,,,,,,"(42.0, 48.0]",2020,1
19120100009,email,未提供,0,未提供,新北市,0,1,2020/1/1,冬,床墊精油清洗除污漬,床墊清洗,3899,三贏實,0,,,,,,,未提供,2020,1
20010100014,email,女,50,雙子座,新竹市,0,1,2020/1/1,冬,行李箱維修-到府收送,行李箱維修,1300,亞商傲,0,,,,,,,"(48.0, 54.0]",2020,1
19123100034,email,未提供,48,天蠍座,台中市,0,1,2020/1/1,冬,冷氣清洗保養+醫療級消毒,冷氣清潔,1849,這對寶,0,,,,,,,"(42.0, 48.0]",2020,0
20010100020,email,未提供,51,獅子座,新北市,0,1,2020/1/1,冬,洗衣機清洗+醫療級消毒(滾筒/直立),洗衣機清潔,1899,快速潔,0,,,,,,,"(48.0, 54.0]",2020,0
20010100024,FB,未提供,25,牡羊座,新北市,0,2,2020/1/1,冬,居家清潔四小時(台中以北),大掃除、居家清潔,2300,家必潔,1,64.0,2020/3/4,居家清潔四小時(苗栗以北),大掃除、居家清潔,1700.0,家必潔有限公司,"(24.0, 30.0]",2020,1
20010100030,email,未提供,46,獅子座,台北市,0,1,2020/1/1,冬,冷氣清洗保養+高溫蒸氣殺菌處理+免費檢測,冷氣清潔,5699,冠瑋專,0,,,,,,,"(42.0, 48.0]",2020,1
20010100032,FB,未提供,54,天秤座,台中市,0,1,2020/1/1,冬,居家清潔四小時(台中以北),大掃除、居家清潔,2150,家必潔,0,,,,,,,"(48.0, 54.0]",2020,0
20010100037,FB,未提供,0,未提供,高雄市,0,1,2020/1/1,冬,【玩偶送洗】不限尺寸單件到府收送 ,送洗類,800,亮麗專,0,,,,,,,未提供,2020,1
20010100036,FB,未提供,0,未提供,新北市,0,2,2020/1/1,冬,行李箱維修-到府收送,行李箱維修,350,亞商傲,0,,,,,,,未提供,2020,1
20010100039,email,未提供,35,處女座,新北市,0,1,2020/1/1,冬,【水電服務】燈具安裝 (可代工安裝),水電服務,1200,合邦商,0,,,,,,,"(30.0, 36.0]",2020,0
20010100043,email,未提供,32,雙子座,台中市,0,1,2020/1/1,冬,【棉被送洗】不限尺寸單件到府收送 (再升級洗黃斑+真空壓縮),送洗類,600,亮麗專,0,,,,,,,"(30.0, 36.0]",2020,1
19123000034,email,未提供,20,水瓶座,桃園市,0,1,2020/1/2,冬,床墊精油清洗除污漬,床墊清洗,2200,三贏實,0,,,,,,,"(18.0, 24.0]",2020,0
20010100038,FB,男,43,天蠍座,新北市,0,1,2020/1/2,冬,【水電服務】自來水加壓馬達安裝,水電服務,4600,合邦商,0,,,,,,,"(42.0, 48.0]",2020,1
20010200004,email,未提供,36,摩羯座,新北市,0,2,2020/1/2,冬,洗衣機清洗+醫療級消毒(滾筒/直立),洗衣機清潔,3633,快速潔,1,14.0,2020/1/15,專業機能窗簾清洗(抗菌除?、防水防污),窗簾清洗,13545.0,台灣松阡科技織造有限公司,"(30.0, 36.0]",2020,1
20010200006,email,未提供,27,雙魚座,台北市,0,2,2020/1/2,冬,居家清潔四小時(台中以北),大掃除、居家清潔,2300,家必潔,0,,,,,,,"(24.0, 30.0]",2020,1
20010200007,email,未提供,39,處女座,台北市,0,1,2020/1/2,冬,沙發清潔,沙發清潔,3000,綠力潔,0,,,,,,,"(36.0, 42.0]",2020,0
20010200009,email,未提供,0,未提供,彰化縣,0,1,2020/1/2,冬,冷氣清洗保養+醫療級消毒,冷氣清潔,5699,家必潔,0,,,,,,,未提供,2020,0
20010200013,email,未提供,25,巨蟹座,新北市,0,1,2020/1/2,冬,冷氣清洗保養+醫療級消毒,冷氣清潔,1999,家必潔,0,,,,,,,"(24.0, 30.0]",2020,0
20010200014,email,未提供,46,金牛座,台北市,0,2,2020/1/2,冬,居家清潔四小時(台中以北),大掃除、居家清潔,2000,快速潔,1,1.0,2020/1/2,甲醛治理維護(裝潢後除甲醛服務),除甲醛,30000.0,佳迪恩環保科技有限公司,"(42.0, 48.0]",2020,1
20010200017,email,未提供,26,巨蟹座,台中市,0,1,2020/1/2,冬,沙發清潔,沙發清潔,4200,王文勳,0,,,,,,,"(24.0, 30.0]",2020,0
19123100036,FB,未提供,0,未提供,台北市,0,1,2020/1/2,冬,仿木紋地板鋪設(塑膠地板、礦石防水地板、超耐磨地板),地板油漆,18400,說事實,0,,,,,,,未提供,2020,0
20010200026,email,未提供,41,牡羊座,高雄市,0,1,2020/1/2,冬,床墊精油清洗除污漬,床墊清洗,3200,家家淨,0,,,,,,,"(36.0, 42.0]",2020,1
20010100022,FB,未提供,0,未提供,台南市,0,1,2020/1/2,冬,冷氣清洗保養+醫療級消毒,冷氣清潔,1999,家必潔,0,,,,,,,未提供,2020,0
20010200030,email,未提供,33,射手座,台中市,0,1,2020/1/2,冬,行李箱舊換新限時活動,行李箱維修,2699,亞商傲,0,,,,,,,"(30.0, 36.0]",2020,0
20010100015,FB,未提供,26,雙子座,台北市,0,1,2020/1/2,冬,床墊精油清洗除污漬,床墊清洗,1800,三贏實,0,,,,,,,"(24.0, 30.0]",2020,0
19111400025,FB,未提供,0,未提供,宜蘭縣,0,1,2020/1/2,冬,【玩偶送洗】不限尺寸單件到府收送 ,送洗類,1500,亮麗專,0,,,,,,,未提供,2020,0
20010200036,email,女,35,天蠍座,新北市,0,1,2020/1/2,冬,【棉被送洗】不限尺寸單件到府收送 (再升級洗黃斑+真空壓縮),送洗類,1100,亮麗專,0,,,,,,,"(30.0, 36.0]",2020,1
20010200021,email,未提供,40,天蠍座,桃園市,0,2,2020/1/2,冬,專業整理師到府收納服務,收納服務,4800,墨妮整,1,70.0,2020/3/11,冷氣清洗保養+高溫蒸氣殺菌處理,冷氣清潔,3700.0,快速潔企業有限公司,"(36.0, 42.0]",2020,0
19123000053,email,男,53,天秤座,新北市,0,2,2020/1/2,冬,水管清洗,水塔、水管,3990,快速潔,0,,,,,,,"(48.0, 54.0]",2020,0
20010200041,email,未提供,33,獅子座,桃園市,0,1,2020/1/2,冬,床墊精油清洗除污漬,床墊清洗,3800,三贏實,0,,,,,,,"(30.0, 36.0]",2020,0
20010200008,email,未提供,0,未提供,台北市,0,1,2020/1/2,冬,居家清潔四小時(台中以北),大掃除、居家清潔,2300,快速潔,0,,,,,,,未提供,2020,1
20010200044,email,未提供,39,天秤座,桃園市,0,1,2020/1/2,冬,床墊精油清洗除污漬,床墊清洗,4399,三贏實,0,,,,,,,"(36.0, 42.0]",2020,0
20010200050,email,未提供,0,未提供,桃園市,0,1,2020/1/2,冬,床墊精油清洗除污漬,床墊清洗,3800,三贏實,0,,,,,,,未提供,2020,1
19122900022,FB,未提供,0,未提供,台北市,0,1,2020/1/2,冬,【棉被送洗】不限尺寸單件到府收送 (再升級洗黃斑+真空壓縮),送洗類,500,亮麗專,0,,,,,,,未提供,2020,0
20010200051,email,未提供,28,天蠍座,新北市,0,1,2020/1/2,冬,水管清洗,水塔、水管,3990,快速潔,0,,,,,,,"(24.0, 30.0]",2020,0
19070500034,email,未提供,0,未提供,台北市,0,1,2020/1/2,冬,水管清洗,水塔、水管,3990,快速潔,0,,,,,,,未提供,2020,0
19111400034,FB,未提供,44,天蠍座,台南市,0,1,2020/1/3,冬,床墊精油清洗除污漬,床墊清洗,3022,家家淨,0,,,,,,,"(42.0, 48.0]",2020,0
20010300006,email,未提供,36,天秤座,新北市,0,1,2020/1/3,冬,床墊精油清洗除污漬,床墊清洗,2800,三贏實,0,,,,,,,"(30.0, 36.0]",2020,0
20010200038,email,未提供,0,未提供,高雄市,0,1,2020/1/3,冬,床墊精油清洗除污漬,床墊清洗,3008,家家淨,0,,,,,,,未提供,2020,0
20010300011,email,未提供,54,摩羯座,雲林縣,0,1,2020/1/3,冬,行李箱維修-到府收送,行李箱維修,1300,亞商傲,0,,,,,,,"(48.0, 54.0]",2020,1
20010300013,email,女,41,處女座,台北市,0,1,2020/1/3,冬,居家清潔四小時(台中以北),大掃除、居家清潔,2300,快速潔,0,,,,,,,"(36.0, 42.0]",2020,1
20010200023,email,女,59,雙子座,台北市,0,1,2020/1/3,冬,【水電服務】燈具安裝 (可代工安裝),水電服務,800,合邦商,0,,,,,,,"(54.0, 60.0]",2020,1
19090400009,FB,未提供,0,未提供,新北市,0,1,2020/1/3,冬,【水電服務】燈具安裝 (可代工安裝),水電服務,1541,合邦商,0,,,,,,,未提供,2020,1
20010200049,email,未提供,59,處女座,新北市,0,1,2020/1/3,冬,【水電服務】衛浴設備安裝(可代工安裝),水電服務,6000,合邦商,0,,,,,,,"(54.0, 60.0]",2020,0
20010200027,email,未提供,43,水瓶座,高雄市,0,1,2020/1/3,冬,【棉被送洗】不限尺寸單件到府收送 (再升級洗黃斑+真空壓縮),送洗類,1350,亮麗專,0,,,,,,,"(42.0, 48.0]",2020,0
18040400048,email,未提供,39,水瓶座,台北市,0,1,2020/1/3,冬,【水電服務】自來水加壓馬達安裝,水電服務,4250,合邦商,0,,,,,,,"(36.0, 42.0]",2020,1
19122700037,email,未提供,0,未提供,台北市,0,1,2020/1/3,冬,行李箱維修-到府收送,行李箱維修,1300,亞商傲,0,,,,,,,未提供,2020,0
20010300017,email,未提供,36,天秤座,新竹縣,0,1,2020/1/3,冬,居家清潔四小時(台中以北),大掃除、居家清潔,2300,家必潔,0,,,,,,,"(30.0, 36.0]",2020,1
19120200043,FB,未提供,0,未提供,新北市,0,1,2020/1/3,冬,水管清洗,水塔、水管,5000,快速潔,0,,,,,,,未提供,2020,1
20010300020,email,未提供,44,獅子座,台北市,0,1,2020/1/3,冬,床墊精油清洗除污漬,床墊清洗,2800,三贏實,0,,,,,,,"(42.0, 48.0]",2020,1
19110500018,email,女,31,天秤座,台北市,0,1,2020/1/3,冬,廚房清潔(抽油煙機深度清潔)+牆面 、瓦斯爐、流理台面，洗手槽清潔,廚房清潔,2499,家必潔,0,,,,,,,"(30.0, 36.0]",2020,0
20010300024,email,未提供,0,未提供,台北市,0,1,2020/1/3,冬,洗衣機清洗+醫療級消毒(滾筒/直立),洗衣機清潔,1799,快速潔,0,,,,,,,未提供,2020,0
19123000007,FB,未提供,38,獅子座,基隆市,0,2,2020/1/3,冬,床墊精油清洗除污漬,床墊清洗,5127,三贏實,0,,,,,,,"(36.0, 42.0]",2020,0
20010300027,email,未提供,0,未提供,新北市,0,1,2020/1/3,冬,沙發清潔,沙發清潔,4800,綠力潔,0,,,,,,,未提供,2020,0
20010300028,email,未提供,39,射手座,台北市,0,1,2020/1/3,冬,居家清潔四小時(台中以北),大掃除、居家清潔,2300,快速潔,0,,,,,,,"(36.0, 42.0]",2020,1
19123000041,FB,未提供,32,摩羯座,彰化縣,0,2,2020/1/3,冬,冷氣清洗保養+醫療級消毒,冷氣清潔,1849,采宏專,0,,,,,,,"(30.0, 36.0]",2020,0
19122800036,email,未提供,0,未提供,新北市,0,1,2020/1/3,冬,洗衣機清洗+醫療級消毒(滾筒/直立),洗衣機清潔,1649,快速潔,0,,,,,,,未提供,2020,1
20010300036,email,未提供,54,牡羊座,新北市,0,2,2020/1/3,冬,【水電服務】自來水加壓馬達安裝,水電服務,4650,合邦商,1,1.0,2020/1/4,冷氣清洗保養+醫療級消毒,冷氣清潔,1999.0,冠瑋專業清潔企業社,"(48.0, 54.0]",2020,1
20010300040,email,未提供,38,雙子座,台北市,0,5,2020/1/4,冬,床墊精油清洗除污漬,床墊清洗,4299,三贏實,1,1.0,2020/1/4,冷氣清洗保養+高溫蒸氣殺菌處理,冷氣清潔,3807.0,冠瑋專業清潔企業社,"(36.0, 42.0]",2020,1
20010400004,email,未提供,47,雙魚座,台北市,0,1,2020/1/4,冬,床墊精油清洗除污漬,床墊清洗,2200,三贏實,0,,,,,,,"(42.0, 48.0]",2020,1
20010400020,email,未提供,33,獅子座,新北市,0,2,2020/1/4,冬,【水電服務】燈具安裝 (可代工安裝),水電服務,1800,合邦商,0,,,,,,,"(30.0, 36.0]",2020,0
20010400023,FB,未提供,0,未提供,桃園市,0,1,2020/1/4,冬,冷氣清洗保養+高溫蒸氣殺菌處理,冷氣清潔,1999,冠瑋專,0,,,,,,,未提供,2020,1
20010400024,FB,未提供,0,未提供,台中市,0,1,2020/1/4,冬,洗衣機清洗+醫療級消毒(滾筒/直立),洗衣機清潔,1799,這對寶,0,,,,,,,未提供,2020,0
20010400028,email,未提供,0,未提供,台北市,0,1,2020/1/4,冬,床墊精油清洗除污漬,床墊清洗,2600,三贏實,0,,,,,,,未提供,2020,0
19101500045,FB,未提供,0,未提供,新北市,0,1,2020/1/4,冬,【棉被送洗】不限尺寸單件到府收送 (再升級洗黃斑+真空壓縮),送洗類,600,亮麗專,0,,,,,,,未提供,2020,0
19062500020,email,未提供,0,未提供,台北市,0,1,2020/1/4,冬,居家清潔四小時(台中以北),大掃除、居家清潔,2300,快速潔,0,,,,,,,未提供,2020,1
20010400036,FB,未提供,53,射手座,桃園市,0,3,2020/1/4,冬,專業整理師到府收納服務,收納服務,1000,墨妮整,0,,,,,,,"(48.0, 54.0]",2020,1
20010400042,email,未提供,0,未提供,新北市,0,1,2020/1/4,冬,沙發清潔,沙發清潔,4000,綠力潔,0,,,,,,,未提供,2020,1
20010400044,FB,未提供,38,獅子座,新北市,0,2,2020/1/4,冬,洗衣機清洗+醫療級消毒(滾筒/直立),洗衣機清潔,1799,快速潔,0,,,,,,,"(36.0, 42.0]",2020,0
20010400051,FB,未提供,46,天蠍座,新北市,0,1,2020/1/4,冬,洗衣機清洗+醫療級消毒(滾筒/直立),洗衣機清潔,1799,快速潔,0,,,,,,,"(42.0, 48.0]",2020,0
20010400054,FB,未提供,33,天秤座,新北市,0,2,2020/1/4,冬,專業整理師到府收納服務,收納服務,1800,墨妮整,0,,,,,,,"(30.0, 36.0]",2020,1
20010400059,email,未提供,0,未提供,基隆市,0,1,2020/1/4,冬,洗衣機清洗+醫療級消毒(滾筒/直立),洗衣機清潔,1799,快速潔,0,,,,,,,未提供,2020,0
20010400060,email,未提供,36,射手座,台北市,0,1,2020/1/4,冬,洗衣機清洗+醫療級消毒(滾筒/直立),洗衣機清潔,1699,家必潔,0,,,,,,,"(30.0, 36.0]",2020,0
20010400058,email,未提供,36,雙魚座,台北市,0,1,2020/1/4,冬,床墊精油清洗除污漬,床墊清洗,2200,三贏實,0,,,,,,,"(30.0, 36.0]",2020,0
20010500001,email,未提供,26,金牛座,台北市,0,1,2020/1/5,冬,床墊精油清洗除污漬,床墊清洗,2200,三贏實,0,,,,,,,"(24.0, 30.0]",2020,0
20010500007,FB,未提供,28,獅子座,高雄市,0,1,2020/1/5,冬,洗衣機清洗+醫療級消毒(滾筒/直立),洗衣機清潔,1799,好家在,0,,,,,,,"(24.0, 30.0]",2020,1
20010500008,FB,未提供,45,金牛座,台中市,0,1,2020/1/5,冬,冷氣清洗保養+高溫蒸氣殺菌處理,冷氣清潔,7199,采宏專,0,,,,,,,"(42.0, 48.0]",2020,0
20010500015,email,男,45,巨蟹座,新北市,0,1,2020/1/5,冬,【棉被送洗】不限尺寸單件到府收送 (再升級洗黃斑+真空壓縮),送洗類,600,亮麗專,0,,,,,,,"(42.0, 48.0]",2020,0
20010500021,email,未提供,0,未提供,新北市,0,1,2020/1/5,冬,沙發清潔,沙發清潔,1800,綠力潔,0,,,,,,,未提供,2020,1
19042200042,email,未提供,43,水瓶座,新北市,0,1,2020/1/5,冬,洗衣機清洗+醫療級消毒(滾筒/直立),洗衣機清潔,1799,快速潔,0,,,,,,,"(42.0, 48.0]",2020,0
20010500028,FB,未提供,0,未提供,新北市,0,1,2020/1/5,冬,【水電服務】燈具安裝 (可代工安裝),水電服務,10800,合邦商,0,,,,,,,未提供,2020,1
20010500032,FB,未提供,39,巨蟹座,新北市,0,1,2020/1/5,冬,【棉被送洗】不限尺寸單件到府收送 (再升級洗黃斑+真空壓縮),送洗類,600,亮麗專,0,,,,,,,"(36.0, 42.0]",2020,0
20010500037,email,未提供,42,牡羊座,台北市,0,1,2020/1/5,冬,居家清潔四小時(台中以北),大掃除、居家清潔,2300,快速潔,0,,,,,,,"(36.0, 42.0]",2020,1
20010200010,email,未提供,41,獅子座,新北市,0,1,2020/1/5,冬,冷氣清洗保養+高溫蒸氣殺菌處理,冷氣清潔,3900,家必潔,0,,,,,,,"(36.0, 42.0]",2020,0
20010400046,FB,未提供,0,未提供,新北市,0,1,2020/1/5,冬,專業整理師到府收納服務,收納服務,1200,墨妮整,0,,,,,,,未提供,2020,0
20010400005,FB,未提供,0,未提供,新竹縣,0,2,2020/1/5,冬,行李箱維修-到府收送,行李箱維修,800,亞商傲,0,,,,,,,未提供,2020,0
20010500047,email,未提供,0,未提供,新北市,0,1,2020/1/5,冬,【棉被送洗】不限尺寸單件到府收送 (再升級洗黃斑+真空壓縮),送洗類,600,亮麗專,0,,,,,,,未提供,2020,0
20010500052,email,男,28,天秤座,台北市,0,2,2020/1/5,冬,【水電服務】插座、開關與迴路安裝,水電服務,5000,合邦商,0,,,,,,,"(24.0, 30.0]",2020,1
20010500053,email,未提供,0,未提供,台北市,0,3,2020/1/5,冬,【棉被送洗】不限尺寸單件到府收送 (再升級洗黃斑+真空壓縮),送洗類,600,亮麗專,1,57.0,2020/3/2,【棉被送洗】不限尺寸單件到府收送 (再升級洗黃斑+真空壓縮),送洗類,1200.0,亮麗專業洗衣有限公司,未提供,2020,1
20010600003,email,未提供,47,天蠍座,桃園市,0,2,2020/1/6,冬,行李箱維修-到府收送,行李箱維修,800,亞商傲,0,,,,,,,"(42.0, 48.0]",2020,1
20010600002,email,未提供,0,未提供,台北市,0,1,2020/1/6,冬,【水電服務】燈具安裝 (可代工安裝),水電服務,900,合邦商,0,,,,,,,未提供,2020,0
20010600004,FB,未提供,0,未提供,台北市,0,1,2020/1/6,冬,冷氣清洗保養+醫療級消毒,冷氣清潔,1999,冠瑋專,0,,,,,,,未提供,2020,0
20010600005,email,未提供,60,獅子座,新北市,0,6,2020/1/6,冬,專業機能窗簾清洗(抗菌除?、防水防污),窗簾清洗,500,台灣松,1,11.0,2020/1/16,地毯清洗,地毯清洗,4500.0,綠力潔有限公司,"(54.0, 60.0]",2020,1
20010600009,FB,未提供,46,水瓶座,台北市,0,2,2020/1/6,冬,專業機能窗簾清洗(抗菌除?、防水防污),窗簾清洗,500,台灣松,0,,,,,,,"(42.0, 48.0]",2020,0
20010600011,email,未提供,47,摩羯座,新北市,0,2,2020/1/6,冬,大掃除清潔服務(限桃園以北地區),大掃除、居家清潔,8800,家必潔,1,10.0,2020/1/15,水管清洗,水塔、水管,4200.0,家必潔有限公司,"(42.0, 48.0]",2020,1
20010600012,email,未提供,36,天秤座,新北市,0,1,2020/1/6,冬,洗衣機清洗+醫療級消毒(滾筒/直立),洗衣機清潔,1799,快速潔,0,,,,,,,"(30.0, 36.0]",2020,0
20010500041,FB,未提供,0,未提供,桃園市,0,1,2020/1/6,冬,洗衣機清洗+醫療級消毒(滾筒/直立),洗衣機清潔,1699,家必潔,0,,,,,,,未提供,2020,1
19082200023,email,男,41,牡羊座,台中市,0,1,2020/1/6,冬,洗衣機清洗+醫療級消毒(滾筒/直立),洗衣機清潔,3694,家必潔,0,,,,,,,"(36.0, 42.0]",2020,0
20010600006,email,未提供,50,水瓶座,台北市,0,1,2020/1/6,冬,洗衣機清洗+醫療級消毒(滾筒/直立),洗衣機清潔,1564,家必潔,0,,,,,,,"(48.0, 54.0]",2020,1
20010400043,FB,未提供,45,獅子座,新北市,0,1,2020/1/6,冬,【水電服務】自來水加壓馬達安裝,水電服務,5800,合邦商,0,,,,,,,"(42.0, 48.0]",2020,0
20010600027,FB,未提供,41,摩羯座,新竹市,0,1,2020/1/6,冬,【棉被送洗】不限尺寸單件到府收送 (再升級洗黃斑+真空壓縮),送洗類,600,亮麗專,0,,,,,,,"(36.0, 42.0]",2020,0
20010600026,FB,未提供,42,金牛座,台北市,0,1,2020/1/6,冬,床墊精油清洗除污漬,床墊清洗,3600,三贏實,0,,,,,,,"(36.0, 42.0]",2020,1
20010400002,FB,未提供,35,處女座,新北市,0,1,2020/1/6,冬,冷氣清洗保養+醫療級消毒,冷氣清潔,5471,快速潔,0,,,,,,,"(30.0, 36.0]",2020,0
19112200056,FB,未提供,0,未提供,台中市,0,1,2020/1/6,冬,【玩偶送洗】不限尺寸單件到府收送 ,送洗類,1600,亮麗專,0,,,,,,,未提供,2020,0
20010600031,email,未提供,45,牡羊座,新北市,0,1,2020/1/6,冬,沙發清潔,沙發清潔,5000,綠力潔,0,,,,,,,"(42.0, 48.0]",2020,1
20010600028,email,未提供,52,處女座,台北市,0,2,2020/1/6,冬,床墊精油清洗除污漬,床墊清洗,5400,三贏實,1,77.0,2020/3/22,冷氣清洗保養+高溫蒸氣殺菌處理,冷氣清潔,1999.0,冠瑋專業清潔企業社,"(48.0, 54.0]",2020,1
20010600032,email,未提供,0,未提供,台北市,0,1,2020/1/6,冬,【水電服務】自來水加壓馬達安裝,水電服務,5800,合邦商,0,,,,,,,未提供,2020,1
20010600013,email,未提供,0,未提供,桃園市,0,1,2020/1/6,冬,洗衣機清洗+醫療級消毒(滾筒/直立),洗衣機清潔,1799,家必潔,0,,,,,,,未提供,2020,1
20010400017,email,未提供,43,牡羊座,新北市,0,2,2020/1/6,冬,沙發清潔,沙發清潔,2827,三贏實,1,3.0,2020/1/8,冷氣清洗保養+高溫蒸氣殺菌處理,冷氣清潔,1884.0,家必潔有限公司,"(42.0, 48.0]",2020,0
19090200022,FB,男,25,獅子座,桃園市,0,1,2020/1/6,冬,冷氣清洗保養+高溫蒸氣殺菌處理,冷氣清潔,1999,家必潔,0,,,,,,,"(24.0, 30.0]",2020,1
20010600020,email,未提供,0,未提供,桃園市,0,1,2020/1/6,冬,廚房清潔(抽油煙機深度清潔)+牆面 、瓦斯爐、流理台面，洗手槽清潔,廚房清潔,2499,家必潔,0,,,,,,,未提供,2020,0
19123000011,email,未提供,30,雙魚座,新竹市,0,1,2020/1/6,冬,床墊精油清洗除污漬,床墊清洗,3050,王文勳,0,,,,,,,"(24.0, 30.0]",2020,0
20010200037,email,未提供,32,獅子座,彰化縣,0,1,2020/1/6,冬,床墊精油清洗除污漬,床墊清洗,2430,王文勳,0,,,,,,,"(30.0, 36.0]",2020,0
20010600048,email,未提供,44,牡羊座,台北市,0,1,2020/1/6,冬,洗衣機清洗+醫療級消毒(滾筒/直立),洗衣機清潔,1799,家必潔,0,,,,,,,"(42.0, 48.0]",2020,0
20010500019,email,女,50,天秤座,台北市,0,2,2020/1/6,冬,行李箱維修-到府收送,行李箱維修,833,亞商傲,0,,,,,,,"(48.0, 54.0]",2020,0
19121600045,FB,未提供,0,未提供,彰化縣,0,1,2020/1/6,冬,沙發清潔,沙發清潔,3300,王文勳,0,,,,,,,未提供,2020,0
19120500012,FB,女,26,天秤座,新北市,0,1,2020/1/6,冬,【棉被送洗】不限尺寸單件到府收送 (再升級洗黃斑+真空壓縮),送洗類,600,亮麗專,0,,,,,,,"(24.0, 30.0]",2020,1
19051600022,email,未提供,28,獅子座,台北市,0,1,2020/1/6,冬,【水電服務】家庭水電問題檢修 ,水電服務,800,合邦商,0,,,,,,,"(24.0, 30.0]",2020,1
20010100006,FB,未提供,0,未提供,新竹市,0,1,2020/1/6,冬,行李箱維修-到府收送,行李箱維修,1056,亞商傲,0,,,,,,,未提供,2020,1
20010600055,email,未提供,0,未提供,新北市,0,1,2020/1/6,冬,安全座椅送洗,送洗類,1500,采宏專,0,,,,,,,未提供,2020,0
20010600039,FB,未提供,38,雙魚座,新北市,0,1,2020/1/6,冬,【水電服務】衛浴設備安裝(可代工安裝),水電服務,5200,合邦商,0,,,,,,,"(36.0, 42.0]",2020,0
20010600057,FB,女,41,射手座,高雄市,0,1,2020/1/6,冬,沙發清潔,沙發清潔,2812,家家淨,0,,,,,,,"(36.0, 42.0]",2020,1
20010600059,FB,未提供,29,射手座,台北市,0,1,2020/1/6,冬,床墊精油清洗除污漬,床墊清洗,2200,三贏實,0,,,,,,,"(24.0, 30.0]",2020,1
20010600060,FB,未提供,35,天秤座,台北市,0,1,2020/1/6,冬,沙發清潔,沙發清潔,4800,綠力潔,0,,,,,,,"(30.0, 36.0]",2020,0
20010600062,FB,未提供,41,巨蟹座,基隆市,0,1,2020/1/6,冬,床墊精油清洗除污漬,床墊清洗,3400,三贏實,0,,,,,,,"(36.0, 42.0]",2020,0
19122800049,email,未提供,0,未提供,台北市,0,1,2020/1/6,冬,大掃除清潔服務(限桃園以北地區),大掃除、居家清潔,4500,家必潔,0,,,,,,,未提供,2020,0
19122100041,FB,未提供,29,巨蟹座,新竹縣,0,2,2020/1/7,冬,床墊精油清洗除污漬,床墊清洗,3899,王文勳,1,33.0,2020/2/8,布沙發清潔,沙發清潔,3000.0,王文勳,"(24.0, 30.0]",2020,1
20010700002,email,未提供,0,未提供,新北市,0,1,2020/1/7,冬,【玩偶送洗】不限尺寸單件到府收送 ,送洗類,500,亮麗專,0,,,,,,,未提供,2020,1
20010700001,FB,未提供,32,射手座,台中市,0,1,2020/1/7,冬,【棉被送洗】不限尺寸單件到府收送 (再升級洗黃斑+真空壓縮),送洗類,600,亮麗專,0,,,,,,,"(30.0, 36.0]",2020,0
20010700004,FB,未提供,33,雙魚座,台北市,0,1,2020/1/7,冬,床墊精油清洗除污漬,床墊清洗,1800,三贏實,0,,,,,,,"(30.0, 36.0]",2020,0
20010700005,FB,未提供,30,處女座,台北市,0,1,2020/1/7,冬,專業整理師到府收納服務,收納服務,1000,墨妮整,0,,,,,,,"(24.0, 30.0]",2020,1
20010700006,FB,未提供,33,獅子座,台北市,0,1,2020/1/7,冬,洗衣機清洗+醫療級消毒(滾筒/直立),洗衣機清潔,1799,家必潔,0,,,,,,,"(30.0, 36.0]",2020,1
20010600056,email,未提供,51,天秤座,台南市,0,1,2020/1/7,冬,沙發清潔,沙發清潔,1650,家家淨,0,,,,,,,"(48.0, 54.0]",2020,0
20010700011,email,未提供,27,雙魚座,新北市,0,2,2020/1/7,冬,行李箱維修-到府收送,行李箱維修,1050,亞商傲,1,16.0,2020/1/22,行李箱維修-到府收送,行李箱維修,250.0,亞商傲旋國際有限公司,"(24.0, 30.0]",2020,1
20010600041,FB,未提供,26,水瓶座,桃園市,0,1,2020/1/7,冬,耐磨仿木紋塑膠地板鋪設,地板油漆,36000,說事實,0,,,,,,,"(24.0, 30.0]",2020,0
20010700015,email,未提供,53,獅子座,新北市,0,2,2020/1/7,冬,免洗防?機能窗簾訂製(含安裝),修繕安裝,350,台灣松,0,,,,,,,"(48.0, 54.0]",2020,1
20010700017,FB,未提供,0,未提供,台北市,0,1,2020/1/7,冬,【玩偶送洗】不限尺寸單件到府收送 ,送洗類,10400,亮麗專,0,,,,,,,未提供,2020,1
